TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
2L_10626527_10626527_Burdock	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	head	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10626527_10626527_Burdock	ovary	JUT-011	increment	AKA-017	1	H3K9me3	2	109.842	1	N	threshold=1	H3K9me3
2L_10626527_10626527_Burdock	ovary	JUT-011	increment	SLA-001	1	H3K9me3	2	46.666	1	N	threshold=1	H3K9me3
2L_10626527_10626527_Burdock	ovary	JUT-011	increment	TOM-007	1	H3K9me3	3	97.157	1	N	threshold=1	H3K9me3
2L_10626527_10626527_Burdock	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10626527_10626527_Burdock	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10626527_10626527_Burdock	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10633607_10633607_Doc	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10633607_10633607_Doc	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10633607_10633607_Doc	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10685222_10685222_Doc6	gut	JUT-011	increment	AKA-017	1	H3K9me3	1	55.302	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	gut	JUT-011	increment	MUN-016	1	H3K9me3	1	42.482	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	gut	JUT-011	increment	SLA-001	1	H3K9me3	1	38.31	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	gut	JUT-011	increment	TOM-007	1	H3K9me3	1	16.894	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	head	JUT-011	increment	MUN-016	1	H3K27ac	1	37.659	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	head	JUT-011	increment	SLA-001	1	H3K27ac	1	73.814	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	head	JUT-011	increment	TOM-007	1	H3K27ac	1	29.724	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	head	JUT-011	increment	MUN-016	1	H3K9me3	1	55.46	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	head	JUT-011	increment	SLA-001	1	H3K9me3	1	37.568	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	head	JUT-011	increment	TOM-007	1	H3K9me3	1	24.911	1	N	threshold=1	bivalent
2L_10685222_10685222_Doc6	ovary	JUT-011	increment	AKA-017	1	H3K9me3	6	123.866	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	ovary	JUT-011	increment	MUN-016	1	H3K9me3	20	126.559	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	ovary	JUT-011	increment	SLA-001	1	H3K9me3	3	124.797	1	N	consistent	H3K9me3
2L_10685222_10685222_Doc6	ovary	JUT-011	increment	TOM-007	1	H3K9me3	5	164.896	1	N	consistent	H3K9me3
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10721490_10721490_diver	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10721490_10721490_diver	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10721490_10721490_diver	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10721490_10721490_diver	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10721490_10721490_diver	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10721490_10721490_diver	ovary	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10721490_10721490_diver	ovary	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10721490_10721490_diver	ovary	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	gut	TOM-007	mix	JUT-011	1	H3K27ac	1	-22.254	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	gut	TOM-007	mix	MUN-016	1	H3K27ac	1	-13.609	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	gut	TOM-007	mix	SLA-001	1	H3K27ac	1	-18.941	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	gut	TOM-007	mix	AKA-017	1	H3K9me3	1	38.892	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	gut	TOM-007	mix	MUN-016	1	H3K9me3	3	30.425	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	gut	TOM-007	mix	SLA-001	1	H3K9me3	1	18.738	1	N	threshold=1	H3K27ac_depletion;H3K9me3_increment;
2L_10750133_10750138_BS2	head	TOM-007	depletion	AKA-017	1	H3K9me3	1	-17.93	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	head	TOM-007	depletion	JUT-011	1	H3K9me3	1	-22.262	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	head	TOM-007	depletion	SLA-001	1	H3K9me3	1	-11.483	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	head	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	ovary	TOM-007	increment	AKA-017	1	H3K9me3	3	26.461	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	ovary	TOM-007	increment	MUN-016	1	H3K9me3	9	37.633	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	ovary	TOM-007	increment	SLA-001	1	H3K9me3	3	33.292	1	N	threshold=1	H3K9me3
2L_10750133_10750138_BS2	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10750133_10750138_BS2	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10785720_10785722_Burdock	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	threshold=1_noEnrichment	H3K27ac
2L_10785720_10785722_Burdock	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	threshold=1_noEnrichment	H3K27ac
2L_10785720_10785722_Burdock	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	2	N	threshold=1_noEnrichment	H3K27ac
2L_10785720_10785722_Burdock	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	2	N	threshold=1_noEnrichment	H3K27ac
2L_10785720_10785722_Burdock	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	2	N	threshold=1_noEnrichment	H3K27ac
2L_10804379_10804379_Doc	gut	JUT-011	increment	AKA-017	1	H3K27ac	1	54.981	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	MUN-016	1	H3K27ac	2	47.973	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	SLA-001	1	H3K27ac	1	52.563	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	TOM-007	1	H3K27ac	2	68.301	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	AKA-017	1	H3K9me3	1	66.445	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	MUN-016	1	H3K9me3	2	85.789	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	SLA-001	1	H3K9me3	2	49.228	1	N	consistent	bivalent
2L_10804379_10804379_Doc	gut	JUT-011	increment	TOM-007	1	H3K9me3	2	79.935	1	N	consistent	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	MUN-016	1	H3K27ac	1	9.324	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	SLA-001	1	H3K27ac	1	22.141	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	TOM-007	1	H3K27ac	1	12.883	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	MUN-016	1	H3K9me3	1	25.738	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	SLA-001	1	H3K9me3	2	56.349	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	head	JUT-011	increment	TOM-007	1	H3K9me3	1	27.745	1	N	threshold=1	bivalent
2L_10804379_10804379_Doc	ovary	JUT-011	increment	AKA-017	1	H3K9me3	7	116.916	1	N	consistent	H3K9me3
2L_10804379_10804379_Doc	ovary	JUT-011	increment	MUN-016	1	H3K9me3	7	151.882	1	N	consistent	H3K9me3
2L_10804379_10804379_Doc	ovary	JUT-011	increment	SLA-001	1	H3K9me3	15	123.54	1	N	consistent	H3K9me3
2L_10804379_10804379_Doc	ovary	JUT-011	increment	TOM-007	1	H3K9me3	6	103.412	1	N	consistent	H3K9me3
2L_10804379_10804379_Doc	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10804379_10804379_Doc	ovary	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10804379_10804379_Doc	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10804379_10804379_Doc	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10844349_10844349_F-element	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10844349_10844349_F-element	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_10844349_10844349_F-element	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	ovary	JUT-011	increment	AKA-017	1	H3K9me3	11	93.811	1	N	consistent	H3K9me3
2L_10844349_10844349_F-element	ovary	JUT-011	increment	MUN-016	1	H3K9me3	20	207.346	1	N	consistent	H3K9me3
2L_10844349_10844349_F-element	ovary	JUT-011	increment	SLA-001	1	H3K9me3	2	84.27	1	N	consistent	H3K9me3
2L_10844349_10844349_F-element	ovary	JUT-011	increment	TOM-007	1	H3K9me3	4	85.187	1	N	consistent	H3K9me3
2L_10844349_10844349_F-element	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10844349_10844349_F-element	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10898498_10898519_jockey	gut	JUT-011	increment	MUN-016	1	H3K27ac	2	41.084	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	gut	JUT-011	increment	SLA-001	1	H3K27ac	2	20.576	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	gut	JUT-011	increment	TOM-007	1	H3K27ac	2	46.566	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	gut	JUT-011	increment	MUN-016	1	H3K9me3	2	41.015	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	gut	JUT-011	increment	SLA-001	1	H3K9me3	2	10.84	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	gut	JUT-011	increment	TOM-007	1	H3K9me3	1	18.018	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	head	JUT-011	increment	AKA-017	1	H3K9me3	1	9.529	1	N	threshold=1	H3K9me3
2L_10898498_10898519_jockey	head	JUT-011	increment	SLA-001	1	H3K9me3	1	14.779	1	N	threshold=1	H3K9me3
2L_10898498_10898519_jockey	head	JUT-011	increment	TOM-007	1	H3K9me3	3	12.968	1	N	threshold=1	H3K9me3
2L_10898498_10898519_jockey	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10898498_10898519_jockey	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10898498_10898519_jockey	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10898498_10898519_jockey	ovary	JUT-011	increment	AKA-017	1	H3K27ac	1	3.837	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	MUN-016	1	H3K27ac	2	25.414	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	TOM-007	1	H3K27ac	1	14.93	1	N	threshold=1	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	AKA-017	1	H3K9me3	5	110.263	1	N	consistent	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	MUN-016	1	H3K9me3	7	173.438	1	N	consistent	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	SLA-001	1	H3K9me3	2	79.245	1	N	consistent	bivalent
2L_10898498_10898519_jockey	ovary	JUT-011	increment	TOM-007	1	H3K9me3	2	96.887	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	gut	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	gut	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	gut	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	gut	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	head	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	head	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	head	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	AKA-017	1	H3K27ac	1	20.819	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	JUT-011	1	H3K27ac	2	51.996	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	MUN-016	1	H3K27ac	2	50.899	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	SLA-001	1	H3K27ac	1	43.956	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	AKA-017	1	H3K9me3	1	32.189	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	JUT-011	1	H3K9me3	2	37.955	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	MUN-016	1	H3K9me3	9	56.639	1	N	consistent	bivalent
2L_10931521_10931521_Nomad	ovary	TOM-007	increment	SLA-001	1	H3K9me3	1	27.132	1	N	consistent	bivalent
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_11172820_11172820_Doc6	ovary	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
2L_11206357_11206357_mdg3	gut	MUN-016	increment	AKA-017	1	H3K9me3	1	30.993	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	gut	MUN-016	increment	JUT-011	1	H3K9me3	1	16.959	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	gut	MUN-016	increment	SLA-001	1	H3K9me3	2	26.344	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	gut	MUN-016	increment	TOM-007	1	H3K9me3	1	34.134	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11206357_11206357_mdg3	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11206357_11206357_mdg3	ovary	MUN-016	increment	AKA-017	1	H3K9me3	3	77.737	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	ovary	MUN-016	increment	JUT-011	1	H3K9me3	1	53.428	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	ovary	MUN-016	increment	SLA-001	1	H3K9me3	1	58.445	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	ovary	MUN-016	increment	TOM-007	1	H3K9me3	1	88.044	1	N	consistent	H3K9me3
2L_11206357_11206357_mdg3	ovary	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	ovary	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	ovary	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11206357_11206357_mdg3	ovary	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250154_11250154_H	gut	AKA-017	increment	JUT-011	1	H3K27ac	7	51.214	1	N	consistent	H3K27ac
2L_11250154_11250154_H	gut	AKA-017	increment	MUN-016	1	H3K27ac	4	56.602	1	N	consistent	H3K27ac
2L_11250154_11250154_H	gut	AKA-017	increment	SLA-001	1	H3K27ac	7	42.57	1	N	consistent	H3K27ac
2L_11250154_11250154_H	gut	AKA-017	increment	TOM-007	1	H3K27ac	10	33.19	1	N	consistent	H3K27ac
2L_11250154_11250154_H	head	AKA-017	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250154_11250154_H	head	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250154_11250154_H	head	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250154_11250154_H	head	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250154_11250154_H	head	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250154_11250154_H	head	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250154_11250154_H	head	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250154_11250154_H	head	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
2L_11250742_11250742_jockey	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
